year,asylum region,origin region,refugees
2012,Northern America,Polynesia,11
2012,Melanesia,Western Asia,1
2012,Southern Africa,Caribbean,1
2012,Southern Africa,Southern Europe,61
2012,Southern Africa,Northern Europe,2
2012,Southern Africa,Western Asia,13
2012,Southern Africa,Central Asia,18
2012,Southern Africa,Melanesia,5
2013,Caribbean,South America,7
2013,Southern Asia,Southern Asia,2554260
2013,Southern Asia,Western Asia,43585
2013,Middle Africa,Eastern Africa,66744
2013,Middle Africa,Middle Africa,318747
2013,Middle Africa,Western Africa,9700
2013,Middle Africa,Caribbean,4
2013,Middle Africa,Northern Africa,358096
2013,Middle Africa,Western Asia,20
2013,Middle Africa,Southern Africa,3
2013,Southern Europe,Eastern Asia,124
2013,Southern Europe,Middle Africa,2296
2013,Southern Europe,Northern Africa,4773
2013,Southern Europe,Western Asia,9641
2013,Southern Europe,Southern Europe,77580
2013,Southern Europe,South America,1120
2013,Southern Europe,Central Asia,95
2013,Western Asia,Southern Asia,17802
2013,Western Asia,Western Asia,2504359
2013,Western Asia,Northern Africa,14291
2013,Western Asia,Eastern Africa,277045
2013,South America,Southern Asia,558
2013,South America,Middle Africa,1801
2013,South America,Southern Europe,275
2013,South America,Western Asia,1429
2013,South America,Eastern Africa,257
2013,South America,Western Africa,1043
2013,South America,Eastern Europe,282
2013,South America,South America,331840
2013,South America,Eastern Asia,30
2013,South America,Central America,90
2013,South America,Caribbean,1479
2013,South America,Northern Africa,136
2013,South America,Central Asia,38
2013,South America,Northern America,11
2013,South America,Southern Africa,9
2013,Western Asia,Western Africa,137
2013,Western Asia,Central Asia,301
2013,Western Asia,Eastern Europe,1069
2013,Australia and New Zealand,Southern Asia,20165
2013,Australia and New Zealand,Middle Africa,119
2013,Australia and New Zealand,Southern Europe,158
2013,Australia and New Zealand,Western Asia,4840
2013,Australia and New Zealand,South America,159
2013,Australia and New Zealand,Eastern Africa,1651
2013,Australia and New Zealand,Western Africa,254
2013,Australia and New Zealand,Eastern Europe,189
2013,Australia and New Zealand,Southern Africa,36
2013,Australia and New Zealand,Eastern Asia,3089
2013,Australia and New Zealand,Caribbean,6
2013,Australia and New Zealand,Western Europe,8
2013,Australia and New Zealand,Northern Europe,13
2013,Australia and New Zealand,Northern Africa,1586
2013,Australia and New Zealand,Melanesia,576
2013,Australia and New Zealand,South-eastern Asia,1044
2013,Australia and New Zealand,Central Asia,54
2013,Australia and New Zealand,Central America,15
2013,Australia and New Zealand,Australia and New Zealand,4
2013,Australia and New Zealand,Polynesia,17
2013,Australia and New Zealand,Northern America,8
2013,Western Europe,Southern Asia,123352
2013,Western Europe,Middle Africa,33430
2013,Western Europe,Southern Europe,41645
2013,Western Europe,Western Asia,162220
2013,Western Europe,Eastern Africa,66308
2013,Western Europe,Western Africa,33060
2013,Western Europe,Eastern Europe,46066
2013,Western Europe,South America,2138
2013,Western Europe,Northern America,280
2013,Western Europe,Eastern Asia,8808
2013,Western Europe,Caribbean,4226
2013,Western Europe,Northern Africa,9324
2013,Western Europe,Northern Europe,118
2013,Western Europe,Central America,140
2013,Western Europe,Central Asia,2472
2013,Western Europe,South-eastern Asia,34073
2013,Western Europe,Southern Africa,78
2013,Western Asia,Middle Africa,310
2013,Western Asia,South-eastern Asia,32
2013,Eastern Africa,Middle Africa,373561
2013,Eastern Africa,Western Africa,51
2013,Eastern Africa,Eastern Africa,949555
2013,Eastern Africa,Northern Africa,38684
2013,Western Europe,Western Europe,60
2013,Western Africa,Middle Africa,2898
2013,Western Africa,Western Africa,304660
2013,Western Africa,Eastern Africa,1013
2013,Western Africa,Western Asia,106
2013,Western Africa,Southern Asia,26
2013,Western Africa,Northern Africa,26370
2013,Western Africa,South-eastern Asia,42
2013,Southern Asia,Western Africa,17
2013,Southern Asia,South-eastern Asia,242347
2013,Southern Asia,Northern Africa,69
2013,Southern Asia,Eastern Africa,1312
2013,Eastern Europe,Southern Asia,5384
2013,Eastern Europe,Southern Europe,206
2013,Eastern Europe,Western Asia,9364
2013,Eastern Europe,Eastern Africa,1132
2013,Eastern Europe,Eastern Europe,16707
2013,Eastern Europe,Western Africa,201
2013,Eastern Europe,Middle Africa,360
2013,Eastern Europe,Caribbean,215
2013,Eastern Europe,Northern Africa,316
2013,Caribbean,Caribbean,756
2013,Caribbean,Western Africa,6
2013,Southern Europe,Eastern Africa,34649
2013,Southern Europe,Southern Asia,14715
2013,Southern Europe,Eastern Europe,723
2013,Southern Europe,South-eastern Asia,57
2013,Eastern Europe,Central Asia,699
2013,Central America,Central America,2750
2013,South America,South-eastern Asia,14
2013,Caribbean,Western Asia,36
2013,Southern Africa,Eastern Africa,36705
2013,Southern Africa,Middle Africa,19571
2013,Southern Africa,Northern Africa,203
2013,Southern Africa,Southern Africa,982
2013,Northern America,Southern Asia,57973
2013,Northern America,Middle Africa,15222
2013,Northern America,Southern Europe,8324
2013,Northern America,Western Asia,25671
2013,Northern America,South America,45067
2013,Northern America,Caribbean,40539
2013,Northern America,Australia and New Zealand,10
2013,Northern America,Eastern Africa,41220
2013,Northern America,Western Europe,345
2013,Northern America,Western Africa,23009
2013,Northern America,Eastern Europe,18550
2013,Northern America,Central America,27829
2013,Northern America,Southern Africa,515
2013,Northern America,Eastern Asia,82490
2013,Northern America,Northern Europe,791
2013,Northern America,Northern Africa,12952
2013,Northern America,Melanesia,802
2013,Northern America,South-eastern Asia,9283
2013,Northern America,Central Asia,3960
2013,Northern America,Micronesia,6
2013,Northern America,Northern America,4505
2013,Eastern Asia,Southern Asia,357
2013,Eastern Asia,Western Asia,92
2013,Eastern Asia,Eastern Africa,202
2013,Eastern Asia,South-eastern Asia,303146
2013,Middle Africa,Southern Asia,4
2013,Middle Africa,South-eastern Asia,9
2013,Central America,Southern Asia,86
2013,Central America,Middle Africa,115
2013,Central America,South America,33350
2013,Central America,Western Asia,87
2013,Central America,Eastern Europe,92
2013,Central America,Eastern Asia,9
2013,Central America,Western Africa,83
2013,Central America,Caribbean,2276
2013,Central America,Western Europe,1
2013,Central America,Eastern Africa,42
2013,Central America,Northern Africa,11
2013,Central America,Northern America,3
2013,Central America,Central Asia,7
2013,Central America,Southern Africa,2
2013,Caribbean,Northern Africa,354
2013,Caribbean,Eastern Africa,3
2013,Caribbean,Southern Asia,11
2013,Caribbean,Central America,3
2013,Western Asia,Southern Europe,87
2013,Western Asia,Eastern Asia,39
2013,Western Asia,Caribbean,3
2013,Eastern Europe,Eastern Asia,142
2013,Eastern Europe,South America,8
2013,Eastern Europe,South-eastern Asia,283
2013,Eastern Europe,Southern Africa,3
2013,Western Europe,Australia and New Zealand,26
2013,Western Europe,Micronesia,1
2013,Eastern Africa,Southern Asia,82
2013,Eastern Africa,Western Asia,91
2013,Eastern Africa,South-eastern Asia,2
2013,Northern Europe,Southern Asia,61120
2013,Northern Europe,Middle Africa,6496
2013,Northern Europe,Southern Europe,9474
2013,Northern Europe,Western Asia,72820
2013,Northern Europe,Eastern Africa,92851
2013,Northern Europe,Western Africa,5959
2013,Northern Europe,Eastern Europe,10530
2013,Northern Europe,Eastern Asia,4066
2013,Northern Europe,Northern Africa,8686
2013,Northern Europe,Central America,118
2013,Northern Europe,South-eastern Asia,2178
2013,Northern Europe,Central Asia,2721
2013,Northern Europe,South America,517
2013,Northern Africa,Southern Asia,17
2013,Northern Africa,Middle Africa,44286
2013,Northern Africa,Eastern Africa,125612
2013,Northern Africa,Western Africa,748
2013,Northern Africa,Northern Africa,103777
2013,Northern Africa,Western Asia,236951
2013,South America,Western Europe,2
2013,South America,Northern Europe,7
2013,Northern Africa,Eastern Asia,6
2013,Northern Africa,South-eastern Asia,4
2013,Northern Africa,Eastern Europe,13
2013,Northern Africa,Southern Europe,8
2013,Northern Africa,Central Asia,17
2013,Southern Europe,Western Africa,20403
2013,Southern Europe,Caribbean,1123
2013,Southern Europe,Central America,141
2013,Northern Europe,Caribbean,606
2013,Northern Europe,Northern Europe,67
2013,Melanesia,Middle Africa,1
2013,Melanesia,Eastern Africa,9
2013,Melanesia,Western Africa,1
2013,Melanesia,Southern Asia,3
2013,Northern Europe,Australia and New Zealand,5
2013,Northern Europe,Southern Africa,218
2013,Northern Europe,Northern America,40
2013,Northern Europe,Polynesia,2
2013,Northern Europe,Western Europe,28
2013,Northern Europe,Melanesia,9
2013,Southern Europe,Northern America,3
2013,Southern Europe,Southern Africa,6
2013,Central America,South-eastern Asia,2
2013,Eastern Asia,Western Africa,56
2013,Eastern Asia,Middle Africa,64
2013,Eastern Asia,South America,1
2013,Eastern Asia,Northern Africa,28
2013,Eastern Asia,Northern Europe,2
2013,Eastern Asia,Eastern Europe,10
2013,Eastern Europe,Northern America,9
2013,South-eastern Asia,Southern Asia,4575
2013,South-eastern Asia,Eastern Asia,171
2013,South-eastern Asia,Western Africa,60
2013,South-eastern Asia,Middle Africa,48
2013,South-eastern Asia,Northern Africa,113
2013,South-eastern Asia,Eastern Africa,1356
2013,South-eastern Asia,Western Asia,1517
2013,South-eastern Asia,South-eastern Asia,229613
2013,South-eastern Asia,Eastern Europe,5
2013,Southern Asia,Middle Africa,48
2013,Southern Asia,Southern Europe,1
2013,Southern Asia,Eastern Asia,115003
2013,Southern Asia,Eastern Europe,10
2013,Southern Asia,Central Asia,62
2013,Western Asia,South America,2
2013,Eastern Asia,Eastern Asia,114
2013,Central Asia,Southern Asia,3110
2013,Central Asia,Eastern Asia,16
2013,Central Asia,Northern Africa,1
2013,Central Asia,Eastern Africa,2
2013,Central Asia,Western Asia,53
2013,Central Asia,Central Asia,101
2013,Eastern Africa,Southern Africa,6
2013,Eastern Asia,Central Asia,10
2013,Central America,Southern Europe,14
2013,Eastern Africa,Caribbean,1
2013,South-eastern Asia,Melanesia,2
2013,Southern Africa,Western Africa,325
2013,Western Europe,Polynesia,1
2013,Australia and New Zealand,Micronesia,1
2013,Central America,Northern Europe,1
2013,Micronesia,Western Africa,1
2013,Melanesia,South America,1
2013,Melanesia,South-eastern Asia,9368
2013,Melanesia,Northern Africa,1
2013,Eastern Europe,Northern Europe,3
2013,Northern Europe,Micronesia,16
2013,Southern Africa,Eastern Europe,9
2013,Southern Africa,Southern Asia,216
2013,South-eastern Asia,Central Asia,2
2013,Central Asia,Eastern Europe,1
2013,Polynesia,Middle Africa,1
2013,Caribbean,Middle Africa,2
2013,Eastern Europe,Polynesia,1
2013,Northern America,Polynesia,15
2013,Melanesia,Western Asia,1
2013,Southern Africa,Caribbean,2
2013,Southern Africa,Southern Europe,61
2013,Southern Africa,Northern Europe,2
2013,Southern Africa,Western Asia,22
2013,Southern Africa,Central Asia,18
2013,Southern Africa,South-eastern Asia,1
2013,Southern Africa,Melanesia,6
2013,Eastern Africa,Southern Europe,2
2014,Southern Asia,Southern Asia,2854735
2014,Southern Asia,Western Asia,32336
2014,Middle Africa,Eastern Africa,59529
2014,Middle Africa,Middle Africa,449768
2014,Middle Africa,Western Africa,44641
2014,Middle Africa,Northern Africa,360029
2014,Middle Africa,Caribbean,1
2014,Middle Africa,Southern Africa,2
2014,Southern Europe,Eastern Asia,177
2014,Southern Europe,Middle Africa,2446
2014,Southern Europe,Northern Africa,6091
2014,Southern Europe,Western Asia,16780
2014,Southern Europe,Southern Europe,62447
2014,Southern Europe,South America,1091
2014,Southern Europe,Central Asia,102
2014,Western Asia,Southern Asia,21324
2014,Western Asia,Eastern Africa,288646
2014,Western Asia,Western Asia,3818777
2014,Western Asia,Northern Africa,9261
2014,South America,Southern Asia,610
2014,South America,Middle Africa,2010
2014,South America,Southern Europe,267
2014,South America,Western Asia,3489
2014,South America,Eastern Africa,257
2014,South America,Western Africa,1163
2014,South America,Eastern Europe,282
2014,South America,South America,300293
2014,South America,Eastern Asia,17
2014,South America,Central America,80
2014,South America,Caribbean,1514
2014,South America,Northern Africa,142
2014,South America,Central Asia,38
2014,South America,Northern America,11
2014,South America,Southern Africa,9
2014,Western Asia,Western Africa,190
2014,Western Asia,Central Asia,310
2014,Western Asia,Eastern Europe,981
2014,Australia and New Zealand,Southern Asia,20262
2014,Australia and New Zealand,Middle Africa,117
2014,Australia and New Zealand,Southern Europe,101
2014,Australia and New Zealand,Western Asia,5178
2014,Australia and New Zealand,South America,166
2014,Australia and New Zealand,Eastern Africa,1737
2014,Australia and New Zealand,Western Africa,270
2014,Australia and New Zealand,Eastern Europe,171
2014,Australia and New Zealand,Southern Africa,40
2014,Australia and New Zealand,Eastern Asia,3159
2014,Australia and New Zealand,Caribbean,6
2014,Australia and New Zealand,Western Europe,11
2014,Australia and New Zealand,Northern Europe,13
2014,Australia and New Zealand,Northern Africa,1979
2014,Australia and New Zealand,Melanesia,681
2014,Australia and New Zealand,Central America,16
2014,Australia and New Zealand,South-eastern Asia,1073
2014,Australia and New Zealand,Central Asia,55
2014,Australia and New Zealand,Australia and New Zealand,5
2014,Australia and New Zealand,Polynesia,20
2014,Australia and New Zealand,Northern America,13
2014,Western Europe,Southern Asia,137409
2014,Western Europe,Middle Africa,33801
2014,Western Europe,Southern Europe,42717
2014,Western Europe,Western Asia,195171
2014,Western Europe,Eastern Africa,75374
2014,Western Europe,Western Africa,34816
2014,Western Europe,Eastern Europe,45252
2014,Western Europe,South America,2083
2014,Western Europe,Northern America,261
2014,Western Europe,Eastern Asia,11602
2014,Western Europe,Caribbean,4054
2014,Western Europe,Northern Africa,10387
2014,Western Europe,Northern Europe,111
2014,Western Europe,Central America,151
2014,Western Europe,Central Asia,2632
2014,Western Europe,South-eastern Asia,32951
2014,Western Europe,Southern Africa,79
2014,Western Asia,Middle Africa,339
2014,Eastern Africa,Middle Africa,396590
2014,Eastern Africa,Western Africa,56
2014,Eastern Africa,Eastern Africa,943985
2014,Eastern Africa,Southern Asia,92
2014,Western Europe,Western Europe,60
2014,Western Africa,Middle Africa,4391
2014,Western Africa,Western Africa,295668
2014,Western Africa,Eastern Africa,980
2014,Western Africa,Western Asia,170
2014,Western Africa,Southern Asia,58
2014,Western Africa,Northern Africa,26354
2014,Southern Asia,Western Africa,14
2014,Southern Asia,South-eastern Asia,246965
2014,Southern Asia,Northern Africa,73
2014,Southern Asia,Eastern Africa,1165
2014,Eastern Europe,Southern Asia,5472
2014,Eastern Europe,Western Asia,17369
2014,Eastern Europe,Eastern Africa,1260
2014,Eastern Europe,Eastern Europe,247931
2014,Eastern Europe,Western Africa,206
2014,Eastern Europe,Middle Africa,323
2014,Eastern Europe,Caribbean,262
2014,Eastern Europe,Northern Africa,358
2014,Eastern Europe,Southern Europe,177
2014,Caribbean,Caribbean,679
2014,Caribbean,Western Africa,7
2014,Southern Europe,Southern Asia,21738
2014,Southern Europe,Eastern Europe,958
2014,Southern Europe,South-eastern Asia,85
2014,Southern Europe,Eastern Africa,32732
2014,Eastern Europe,Central Asia,752
2014,Central America,Central America,2929
2014,South America,South-eastern Asia,15
2014,Caribbean,Western Asia,40
2014,Southern Africa,Eastern Africa,76064
2014,Southern Africa,Middle Africa,38525
2014,Southern Africa,Northern Africa,221
2014,Southern Africa,Southern Africa,997
2014,Southern Africa,Western Africa,231
2014,Northern America,Southern Asia,54148
2014,Northern America,Middle Africa,13790
2014,Northern America,Southern Europe,7270
2014,Northern America,Western Asia,25465
2014,Northern America,South America,39733
2014,Northern America,Caribbean,39951
2014,Northern America,Australia and New Zealand,9
2014,Northern America,Eastern Africa,39318
2014,Northern America,Western Europe,340
2014,Northern America,Western Africa,21990
2014,Northern America,Eastern Europe,17500
2014,Northern America,Central America,31883
2014,Northern America,Southern Africa,710
2014,Northern America,Eastern Asia,86696
2014,Northern America,Northern Europe,723
2014,Northern America,Northern Africa,14221
2014,Northern America,Melanesia,574
2014,Northern America,South-eastern Asia,8307
2014,Northern America,Central Asia,3977
2014,Northern America,Micronesia,6
2014,Northern America,Northern America,4736
2014,Western Europe,Australia and New Zealand,21
2014,Eastern Asia,Southern Asia,371
2014,Eastern Asia,Eastern Africa,331
2014,Eastern Asia,Western Asia,616
2014,Eastern Asia,South-eastern Asia,303078
2014,Western Africa,South-eastern Asia,38
2014,Middle Africa,Southern Asia,6
2014,Middle Africa,South-eastern Asia,5
2014,Middle Africa,Western Asia,19
2014,Central America,Southern Asia,87
2014,Central America,Middle Africa,120
2014,Central America,South America,33006
2014,Central America,Western Asia,93
2014,Central America,Eastern Europe,97
2014,Central America,Eastern Asia,8
2014,Central America,Western Africa,83
2014,Central America,Caribbean,2295
2014,Central America,Western Europe,1
2014,Central America,Eastern Africa,45
2014,Central America,Northern Africa,11
2014,Central America,Northern America,3
2014,Central America,Central Asia,7
2014,Central America,Southern Africa,2
2014,Caribbean,Southern Asia,28
2014,Caribbean,Northern Africa,248
2014,Caribbean,Eastern Africa,1
2014,Caribbean,Central America,9
2014,Western Asia,Southern Europe,86
2014,Western Asia,Eastern Asia,40
2014,Western Asia,Caribbean,2
2014,Western Asia,South-eastern Asia,32
2014,Eastern Europe,Eastern Asia,128
2014,Eastern Europe,South America,7
2014,Eastern Europe,South-eastern Asia,297
2014,Eastern Europe,Southern Africa,3
2014,Western Europe,Polynesia,2
2014,Eastern Africa,Western Asia,98
2014,Eastern Africa,South-eastern Asia,2
2014,Eastern Africa,Northern Africa,40801
2014,Northern Europe,Southern Asia,63837
2014,Northern Europe,Middle Africa,5409
2014,Northern Europe,Southern Europe,7482
2014,Northern Europe,Western Asia,94510
2014,Northern Europe,Eastern Africa,97994
2014,Northern Europe,Western Africa,6290
2014,Northern Europe,Eastern Europe,9262
2014,Northern Europe,Eastern Asia,3952
2014,Northern Europe,Northern Africa,9381
2014,Northern Europe,Central America,137
2014,Northern Europe,South-eastern Asia,2037
2014,Northern Europe,Central Asia,2651
2014,Northern Europe,South America,442
2014,Caribbean,South America,10
2014,Northern Africa,Southern Asia,17
2014,Northern Africa,Eastern Africa,124282
2014,Northern Africa,Middle Africa,46860
2014,Northern Africa,Western Africa,680
2014,Northern Africa,Northern Africa,103521
2014,Northern Africa,Western Asia,246606
2014,South America,Western Europe,3
2014,South America,Northern Europe,7
2014,Northern Africa,Eastern Asia,6
2014,Northern Africa,South-eastern Asia,4
2014,Northern Africa,Eastern Europe,22
2014,Northern Africa,Southern Europe,8
2014,Northern Africa,Central Asia,16
2014,Southern Europe,Western Africa,27622
2014,Southern Europe,Caribbean,1134
2014,Southern Europe,Central America,206
2014,Northern Europe,Caribbean,580
2014,Northern Europe,Northern Europe,69
2014,Northern Europe,Melanesia,10
2014,Melanesia,Southern Asia,99
2014,Melanesia,Eastern Africa,10
2014,Melanesia,Western Africa,2
2014,Northern Europe,Australia and New Zealand,7
2014,Northern Europe,Southern Africa,237
2014,Northern Europe,Northern America,46
2014,Northern Europe,Polynesia,2
2014,Northern Europe,Western Europe,29
2014,Southern Europe,Northern America,3
2014,Southern Europe,Southern Africa,6
2014,Eastern Asia,Middle Africa,71
2014,Eastern Asia,Western Africa,63
2014,Eastern Asia,Northern Africa,42
2014,Eastern Asia,Northern Europe,2
2014,Eastern Asia,Eastern Europe,12
2014,Caribbean,Middle Africa,2
2014,Eastern Europe,Northern America,9
2014,South-eastern Asia,Southern Asia,5413
2014,South-eastern Asia,Eastern Asia,158
2014,South-eastern Asia,Western Africa,62
2014,South-eastern Asia,Middle Africa,49
2014,South-eastern Asia,Northern Africa,225
2014,South-eastern Asia,Eastern Africa,1331
2014,South-eastern Asia,Western Asia,2365
2014,South-eastern Asia,South-eastern Asia,224560
2014,South-eastern Asia,Eastern Europe,5
2014,Southern Asia,Middle Africa,52
2014,Southern Asia,Southern Europe,1
2014,Southern Asia,Eastern Asia,124018
2014,Southern Asia,Central Asia,19
2014,Western Asia,South America,2
2014,Southern Europe,Micronesia,1
2014,Eastern Asia,Eastern Asia,107
2014,Central Asia,Southern Asia,3094
2014,Central Asia,Eastern Asia,9
2014,Central Asia,Northern Africa,1
2014,Central Asia,Eastern Africa,2
2014,Central Asia,Western Asia,91
2014,Central Asia,Eastern Europe,2
2014,Central Asia,Central Asia,102
2014,Eastern Asia,Central Asia,10
2014,Eastern Asia,Southern Africa,1
2014,Central America,Southern Europe,14
2014,Central America,South-eastern Asia,1
2014,Eastern Africa,Caribbean,2
2014,South-eastern Asia,Melanesia,3
2014,Micronesia,Southern Asia,261
2014,Micronesia,South-eastern Asia,6
2014,Micronesia,Western Asia,19
2014,Micronesia,Northern Africa,11
2014,Micronesia,Eastern Africa,43
2014,Southern Asia,Eastern Europe,7
2014,Central America,Northern Europe,1
2014,Micronesia,Western Africa,1
2014,Melanesia,South America,1
2014,Melanesia,South-eastern Asia,9368
2014,Melanesia,Western Asia,9
2014,Melanesia,Northern Africa,19
2014,Eastern Europe,Northern Europe,2
2014,Melanesia,Melanesia,3
2014,Southern Africa,Southern Asia,928
2014,Western Africa,Southern Europe,1
2014,South-eastern Asia,Central Asia,2
2014,Eastern Europe,Polynesia,1
2014,Northern America,Polynesia,19
2014,Southern Africa,Caribbean,6
2014,Southern Africa,Southern Europe,6
2014,Southern Africa,Eastern Europe,27
2014,Southern Africa,South America,2
2014,Southern Africa,Eastern Asia,12
2014,Southern Africa,Northern Europe,9
2014,Southern Africa,Western Europe,2
2014,Southern Africa,Western Asia,100
2014,Southern Africa,Central Asia,6
2014,Southern Africa,South-eastern Asia,5
2014,Southern Africa,Australia and New Zealand,1
2014,Southern Africa,Melanesia,12
2014,Eastern Africa,Southern Africa,6
2014,Eastern Africa,Southern Europe,2
2015,Caribbean,South America,20
2015,Caribbean,Caribbean,672
2015,Southern Asia,Southern Asia,2862076
2015,Southern Asia,Western Asia,28795
2015,Middle Africa,Eastern Africa,278779
2015,Middle Africa,Middle Africa,497979
2015,Middle Africa,Western Africa,79685
2015,Middle Africa,Northern Africa,302246
2015,Middle Africa,Caribbean,1
2015,Middle Africa,Southern Africa,2
2015,Caribbean,Western Asia,106
2015,Southern Europe,Eastern Asia,215
2015,Southern Europe,Northern Africa,7553
2015,Southern Europe,Southern Asia,33932
2015,Southern Europe,Western Asia,27437
2015,Southern Europe,Southern Europe,48916
2015,Southern Europe,South America,1048
2015,Southern Europe,Eastern Europe,2827
2015,Southern Europe,Central Asia,98
2015,Western Asia,Eastern Africa,292255
2015,Western Asia,Southern Asia,20101
2015,Western Asia,Western Asia,4582954
2015,Western Asia,Northern Africa,8554
2015,South America,Southern Asia,705
2015,South America,Middle Africa,2291
2015,South America,Southern Europe,253
2015,South America,Western Asia,4177
2015,South America,Eastern Africa,264
2015,South America,Western Africa,1141
2015,South America,Eastern Europe,309
2015,South America,South America,300061
2015,South America,Eastern Asia,18
2015,South America,Central America,92
2015,South America,Caribbean,1477
2015,South America,Northern Africa,148
2015,South America,Central Asia,34
2015,South America,Northern America,11
2015,South America,Southern Africa,8
2015,Western Asia,Western Africa,176
2015,Western Asia,Middle Africa,343
2015,Western Asia,Central Asia,308
2015,Western Asia,Eastern Europe,1734
2015,Australia and New Zealand,Southern Asia,21170
2015,Australia and New Zealand,Middle Africa,109
2015,Australia and New Zealand,Southern Europe,92
2015,Australia and New Zealand,Western Asia,5100
2015,Australia and New Zealand,South America,176
2015,Australia and New Zealand,Eastern Africa,1736
2015,Australia and New Zealand,Western Africa,277
2015,Australia and New Zealand,Eastern Europe,136
2015,Australia and New Zealand,Southern Africa,41
2015,Australia and New Zealand,Eastern Asia,3230
2015,Australia and New Zealand,Caribbean,4
2015,Australia and New Zealand,Western Europe,11
2015,Australia and New Zealand,Northern Africa,2284
2015,Australia and New Zealand,Northern Europe,14
2015,Australia and New Zealand,Melanesia,763
2015,Australia and New Zealand,Central America,16
2015,Australia and New Zealand,South-eastern Asia,1061
2015,Australia and New Zealand,Central Asia,49
2015,Australia and New Zealand,Australia and New Zealand,8
2015,Australia and New Zealand,Polynesia,23
2015,Australia and New Zealand,Northern America,15
2015,Western Europe,Southern Asia,144675
2015,Western Europe,Middle Africa,34196
2015,Western Europe,Southern Europe,41904
2015,Western Europe,Western Asia,299600
2015,Western Europe,Eastern Africa,92571
2015,Western Europe,Western Africa,36882
2015,Western Europe,Eastern Europe,44973
2015,Western Europe,South America,1942
2015,Western Europe,Northern America,185
2015,Western Europe,Eastern Asia,11892
2015,Western Europe,Caribbean,4043
2015,Western Europe,Northern Africa,12568
2015,Western Europe,Northern Europe,113
2015,Western Europe,Central America,147
2015,Western Europe,Central Asia,2591
2015,Western Europe,South-eastern Asia,32294
2015,Western Europe,Southern Africa,89
2015,Eastern Africa,Middle Africa,430534
2015,Eastern Africa,Western Africa,60
2015,Eastern Africa,Eastern Africa,1191853
2015,Eastern Africa,Southern Asia,191
2015,Western Europe,Western Europe,50
2015,Western Africa,Middle Africa,5471
2015,Western Africa,Western Africa,338811
2015,Western Africa,Eastern Africa,1017
2015,Western Africa,Western Asia,516
2015,Western Africa,Southern Asia,83
2015,Western Africa,Northern Africa,26403
2015,Southern Asia,Western Africa,11
2015,Southern Asia,South-eastern Asia,247864
2015,Southern Asia,Northern Africa,97
2015,Southern Asia,Eastern Africa,926
2015,Eastern Europe,Southern Asia,5484
2015,Eastern Europe,Western Asia,23369
2015,Eastern Europe,Eastern Africa,1349
2015,Eastern Europe,Eastern Europe,326729
2015,Eastern Europe,Western Africa,247
2015,Eastern Europe,Middle Africa,358
2015,Eastern Europe,Caribbean,354
2015,Eastern Europe,Northern Africa,422
2015,Eastern Europe,South-eastern Asia,308
2015,Eastern Europe,Southern Europe,100
2015,Caribbean,Western Africa,10
2015,Southern Europe,Middle Africa,2748
2015,Eastern Europe,Central Asia,821
2015,Central America,Central America,3854
2015,South America,South-eastern Asia,15
2015,Southern Africa,Middle Africa,44499
2015,Southern Africa,Eastern Africa,79187
2015,Southern Africa,Northern Africa,221
2015,Southern Africa,Southern Africa,931
2015,Southern Africa,Western Africa,229
2015,Northern America,Southern Asia,51066
2015,Northern America,Middle Africa,12874
2015,Northern America,Southern Europe,6116
2015,Northern America,Western Asia,25942
2015,Northern America,South America,33063
2015,Northern America,Caribbean,37729
2015,Northern America,Australia and New Zealand,10
2015,Northern America,Eastern Africa,38677
2015,Northern America,Western Europe,325
2015,Northern America,Western Africa,20933
2015,Northern America,Eastern Europe,16522
2015,Northern America,Central America,40657
2015,Northern America,Southern Africa,877
2015,Northern America,Eastern Asia,86911
2015,Northern America,Northern Europe,632
2015,Northern America,Northern Africa,14944
2015,Northern America,Melanesia,506
2015,Northern America,South-eastern Asia,7375
2015,Northern America,Central Asia,4054
2015,Northern America,Micronesia,5
2015,Northern America,Northern America,4618
2015,Eastern Asia,Southern Asia,448
2015,Eastern Asia,Middle Africa,95
2015,Eastern Asia,Western Asia,791
2015,Eastern Asia,Eastern Africa,343
2015,Eastern Asia,South-eastern Asia,302962
2015,Western Africa,South-eastern Asia,38
2015,Middle Africa,Southern Asia,4
2015,Middle Africa,South-eastern Asia,3
2015,Middle Africa,Western Asia,35
2015,Central America,Southern Asia,84
2015,Central America,Western Asia,82
2015,Central America,Eastern Europe,70
2015,Central America,South America,18389
2015,Central America,Caribbean,1778
2015,Central America,Western Europe,1
2015,Central America,Eastern Africa,37
2015,Central America,Western Africa,73
2015,Central America,Northern Africa,13
2015,Central America,Central Asia,1
2015,Caribbean,Southern Asia,66
2015,Caribbean,Eastern Africa,23
2015,Caribbean,Northern Africa,181
2015,Caribbean,Central America,9
2015,Western Asia,Southern Europe,86
2015,Western Asia,Eastern Asia,38
2015,Western Asia,Caribbean,2
2015,Western Asia,South-eastern Asia,32
2015,Eastern Europe,Eastern Asia,146
2015,Eastern Europe,South America,11
2015,Eastern Europe,Southern Africa,3
2015,Western Europe,Australia and New Zealand,13
2015,Western Europe,Polynesia,2
2015,Eastern Africa,Western Asia,12528
2015,Eastern Africa,South-eastern Asia,3
2015,Eastern Africa,Northern Africa,43300
2015,Northern Europe,Southern Asia,68055
2015,Northern Europe,Middle Africa,4721
2015,Northern Europe,Southern Europe,6491
